Fiscal Year,Military Personnel Class,Unit Zip Code,Accession Total,Prior Service,Non-Prior Service
2021,Enlisted,37717,4,0,4
2021,Enlisted,37743,9,2,7
2021,Enlisted,37757,7,1,6
2021,Enlisted,37760,5,1,4
2021,Enlisted,37771,15,2,13
2021,Enlisted,37777,26,9,17
2021,Enlisted,37801,4,2,2
2021,Enlisted,37821,17,3,14
2021,Enlisted,37825,5,0,5
2021,Enlisted,37841,1,0,1
2021,Enlisted,37854,4,1,3
2021,Enlisted,37857,4,0,4
2021,Enlisted,37860,10,2,8
2021,Enlisted,37863,7,4,3
2021,Enlisted,37874,19,7,12
2021,Enlisted,37919,24,8,16
2021,Enlisted,38001,11,0,11
2021,Enlisted,38008,2,1,1
2021,Enlisted,38012,7,2,5
2021,Enlisted,38019,10,2,8
2021,Enlisted,38024,3,0,3
2021,Enlisted,38053,8,2,6
2021,Enlisted,38063,1,0,1
2021,Enlisted,38079,2,0,2
2021,Enlisted,38118,31,5,26
2021,Enlisted,38210,14,3,11
2021,Enlisted,38242,15,5,10
2021,Enlisted,38261,6,0,6
2021,Enlisted,38301,19,5,14
2021,Enlisted,38305,21,0,21
2021,Enlisted,38320,8,1,7
2021,Enlisted,38340,14,0,14
2021,Enlisted,38343,7,3,4
2021,Enlisted,38344,7,2,5
2021,Enlisted,38351,8,3,5
2021,Enlisted,38358,14,3,11
2021,Enlisted,38372,4,0,4
2021,Enlisted,38375,17,5,12
2021,Enlisted,38382,13,2,11
2021,Enlisted,38401,6,1,5
2021,Enlisted,38462,4,0,4
2021,Enlisted,38464,1,0,1
2021,Enlisted,38478,1,0,1
2021,Enlisted,38485,4,0,4
2021,Enlisted,38506,25,3,22
2021,Enlisted,38556,7,2,5
2021,Enlisted,38563,2,0,2
2021,Enlisted,38570,8,2,6
2021,Enlisted,38572,9,2,7
2021,Enlisted,38583,13,6,7
2021,Enlisted,38606,1,1,0
2021,Enlisted,38614,1,0,1
2021,Enlisted,38632,21,6,15
2021,Enlisted,38635,2,0,2
2021,Enlisted,38655,13,1,12
2021,Enlisted,38663,2,0,2
2021,Enlisted,38668,17,3,14
2021,Enlisted,38671,21,5,16
2021,Enlisted,38703,17,1,16
2021,Enlisted,38732,12,0,12
2021,Enlisted,38751,3,1,2
2021,Enlisted,38801,28,9,19
2021,Enlisted,38821,11,0,11
2021,Enlisted,38829,7,0,7
2021,Enlisted,38834,6,0,6
2021,Enlisted,38843,1,0,1
2021,Enlisted,38851,13,0,13
2021,Enlisted,38860,2,0,2
2021,Enlisted,38863,10,0,10
2021,Enlisted,38901,12,5,7
2021,Enlisted,38915,13,1,12
2021,Enlisted,38916,13,2,11
2021,Enlisted,38930,14,2,12
2021,Enlisted,38967,3,1,2
2021,Enlisted,39042,18,1,17
2021,Enlisted,39046,18,2,16
2021,Enlisted,39051,7,1,6
2021,Enlisted,39056,16,4,12
2021,Enlisted,39059,16,2,14
2021,Enlisted,39090,4,0,4
2021,Enlisted,39111,18,1,17
2021,Enlisted,39117,5,0,5
2021,Enlisted,39120,6,0,6
2021,Enlisted,39183,9,0,9
2021,Enlisted,39194,2,0,2
2021,Enlisted,39202,67,66,1
2021,Enlisted,39204,25,5,20
2021,Enlisted,39209,25,3,22
2021,Enlisted,39216,9,5,4
2021,Enlisted,39232,1,1,0
2021,Enlisted,39307,13,4,9
2021,Enlisted,39339,5,1,4
2021,Enlisted,39345,16,1,15
2021,Enlisted,39350,14,1,13
2021,Enlisted,39401,25,1,24
2021,Enlisted,39407,21,7,14
2021,Enlisted,39422,1,1,0
2021,Enlisted,39429,11,1,10
2021,Enlisted,39440,11,0,11
2021,Enlisted,39452,6,0,6
2021,Enlisted,39466,21,3,18
2021,Enlisted,39470,18,7,11
2021,Enlisted,39505,23,5,18
2021,Enlisted,39507,22,1,21
2021,Enlisted,39532,17,2,15
2021,Enlisted,39556,8,1,7
2021,Enlisted,39567,16,3,13
2021,Enlisted,39577,11,1,10
2021,Enlisted,39601,14,2,12
2021,Enlisted,39648,7,0,7
2021,Enlisted,39654,5,0,5
2021,Enlisted,39704,12,3,9
2021,Enlisted,39730,6,0,6
2021,Enlisted,39735,1,1,0
2021,Enlisted,39744,4,0,4
2021,Enlisted,39759,11,4,7
2021,Enlisted,39773,2,1,1
2021,Enlisted,40004,30,3,27
2021,Enlisted,40065,13,3,10
2021,Enlisted,40108,23,6,17
2021,Enlisted,40205,35,14,21
2021,Enlisted,40218,45,12,33
2021,Enlisted,40311,23,5,18
2021,Enlisted,40330,7,0,7
2021,Enlisted,40351,21,0,21
2021,Enlisted,40422,6,2,4
2021,Enlisted,40472,31,10,21
2021,Enlisted,40475,55,11,44
2021,Enlisted,40510,27,5,22
2021,Enlisted,40601,78,19,59
2021,Enlisted,40741,10,2,8
2021,Enlisted,40769,6,2,4
2021,Enlisted,40840,15,7,8
2021,Enlisted,40906,14,1,13
2021,Enlisted,40965,22,3,19
2021,Enlisted,41005,54,5,49
2021,Enlisted,41008,19,0,19
2021,Enlisted,41031,6,4,2
2021,Enlisted,41094,13,3,10
2021,Enlisted,41101,15,2,13
2021,Enlisted,41164,12,2,10
2021,Enlisted,41339,17,6,11
2021,Enlisted,41653,11,3,8
2021,Enlisted,41701,6,6,0
2021,Enlisted,42025,1,1,0
2021,Enlisted,42086,16,6,10
2021,Enlisted,42101,9,1,8
2021,Enlisted,42141,9,2,7
2021,Enlisted,42167,14,4,10
2021,Enlisted,42240,13,2,11
2021,Enlisted,42276,10,0,10
2021,Enlisted,42301,19,4,15
2021,Enlisted,42330,22,3,19
2021,Enlisted,42345,20,5,15
2021,Enlisted,42431,9,3,6
2021,Enlisted,42501,15,5,10
2021,Enlisted,42633,9,1,8
2021,Enlisted,42701,19,2,17
2021,Enlisted,42718,8,0,8
2021,Enlisted,42754,19,4,15
2021,Enlisted,43015,23,3,20
2021,Enlisted,43040,8,0,8
2021,Enlisted,43055,23,3,20
2021,Enlisted,43102,21,1,20
2021,Enlisted,43213,69,10,59
2021,Enlisted,43215,15,0,15
2021,Enlisted,43217,71,16,55
2021,Enlisted,43235,1,1,0
2021,Enlisted,43402,21,6,15
2021,Enlisted,43465,71,17,54
2021,Enlisted,43614,37,3,34
2021,Enlisted,43720,3,2,1
2021,Enlisted,43756,23,8,15
2021,Enlisted,43812,11,0,11
2021,Enlisted,44023,28,0,28
2021,Enlisted,44055,15,1,14
2021,Enlisted,44128,18,1,17
2021,Enlisted,44142,15,4,11
2021,Enlisted,44224,54,10,44
2021,Enlisted,44256,18,2,16
2021,Enlisted,44313,17,1,16
2021,Enlisted,44444,32,4,28
2021,Enlisted,44515,32,4,28
2021,Enlisted,44601,18,5,13
2021,Enlisted,44622,6,0,6
2021,Enlisted,44691,17,4,13
2021,Enlisted,44720,99,10,89
2021,Enlisted,44857,15,1,14
2021,Enlisted,44870,15,6,9
2021,Enlisted,44883,43,17,26
2021,Enlisted,44903,32,4,28
2021,Enlisted,45015,35,9,26
2021,Enlisted,45035,15,4,11
2021,Enlisted,45044,26,3,23
2021,Enlisted,45215,43,4,39
2021,Enlisted,45331,23,5,18
2021,Enlisted,45356,29,1,28
2021,Enlisted,45385,13,3,10
2021,Enlisted,45430,31,0,31
2021,Enlisted,45502,40,8,32
2021,Enlisted,45601,35,5,30
2021,Enlisted,45662,14,2,12
2021,Enlisted,45804,29,6,23
2021,Enlisted,46012,7,1,6
2021,Enlisted,46036,2,0,2
2021,Enlisted,46041,9,1,8
2021,Enlisted,46052,16,6,10
2021,Enlisted,46122,19,3,16
2021,Enlisted,46124,46,9,37
2021,Enlisted,46131,123,14,109
2021,Enlisted,46135,13,2,11
2021,Enlisted,46140,14,8,6
2021,Enlisted,46151,17,5,12
2021,Enlisted,46176,48,7,41
2021,Enlisted,46208,6,3,3
2021,Enlisted,46216,43,12,31
2021,Enlisted,46241,182,37,145
2021,Enlisted,46323,8,0,8
2021,Enlisted,46350,17,0,17
2021,Enlisted,46360,3,0,3
2021,Enlisted,46383,18,0,18
2021,Enlisted,46402,19,3,16
2021,Enlisted,46406,46,16,30
2021,Enlisted,46517,18,2,16
2021,Enlisted,46563,18,1,17
2021,Enlisted,46582,15,3,12
2021,Enlisted,46613,34,5,29
2021,Enlisted,46703,3,1,2
2021,Enlisted,46714,3,1,2
2021,Enlisted,46750,7,4,3
2021,Enlisted,46825,56,12,44
2021,Enlisted,46901,8,0,8
2021,Enlisted,46947,14,3,11
2021,Enlisted,46953,5,1,4
2021,Enlisted,46970,3,1,2
2021,Enlisted,47150,11,1,10
2021,Enlisted,47167,5,1,4
2021,Enlisted,47170,9,4,5
2021,Enlisted,47203,34,7,27
2021,Enlisted,47250,21,5,16
2021,Enlisted,47265,10,0,10
2021,Enlisted,47274,42,7,35
2021,Enlisted,47303,22,2,20
2021,Enlisted,47331,20,3,17
2021,Enlisted,47348,6,2,4
2021,Enlisted,47374,10,2,8
2021,Enlisted,47394,19,4,15
2021,Enlisted,47401,33,3,30
2021,Enlisted,47421,8,0,8
2021,Enlisted,47441,22,4,18
2021,Enlisted,47501,11,3,8
2021,Enlisted,47546,19,2,17
2021,Enlisted,47591,4,0,4
2021,Enlisted,47715,43,10,33
2021,Enlisted,47804,13,3,10
2021,Enlisted,47834,10,0,10
2021,Enlisted,47872,14,2,12
2021,Enlisted,47904,16,2,14
2021,Enlisted,47905,29,5,24
2021,Enlisted,47933,13,3,10
2021,Enlisted,47960,30,6,24
2021,Enlisted,47977,13,2,11
2021,Enlisted,47978,3,1,2
2021,Enlisted,48060,10,3,7
2021,Enlisted,48180,40,7,33
2021,Enlisted,48197,44,14,30
2021,Enlisted,48208,52,10,42
2021,Enlisted,48234,75,24,51
2021,Enlisted,48341,36,6,30
2021,Enlisted,48446,6,1,5
2021,Enlisted,48601,33,13,20
2021,Enlisted,48642,16,4,12
2021,Enlisted,48706,21,0,21
2021,Enlisted,48801,7,0,7
2021,Enlisted,48817,40,4,36
2021,Enlisted,48837,57,14,43
2021,Enlisted,48838,11,5,6
2021,Enlisted,48843,10,2,8
2021,Enlisted,48906,64,18,46
2021,Enlisted,48912,11,3,8
2021,Enlisted,49009,24,5,19
2021,Enlisted,49012,66,15,51
2021,Enlisted,49047,28,7,21
2021,Enlisted,49201,17,4,13
2021,Enlisted,49224,5,3,2
2021,Enlisted,49306,2,2,0
2021,Enlisted,49307,9,3,6
2021,Enlisted,49437,13,2,11
2021,Enlisted,49509,86,28,58
2021,Enlisted,49601,11,2,9
2021,Enlisted,49696,10,2,8
2021,Enlisted,49707,4,1,3
2021,Enlisted,49739,18,10,8
2021,Enlisted,49783,15,1,14
2021,Enlisted,49801,6,2,4
2021,Enlisted,49837,7,3,4
2021,Enlisted,49849,10,1,9
2021,Enlisted,49855,9,2,7
2021,Enlisted,49913,7,1,6
2021,Enlisted,50025,6,1,5
2021,Enlisted,50036,45,9,36
2021,Enlisted,50126,13,3,10
2021,Enlisted,50131,253,32,221
2021,Enlisted,50138,9,1,8
2021,Enlisted,50158,12,2,10
2021,Enlisted,50220,16,4,12
2021,Enlisted,50401,14,2,12
2021,Enlisted,50501,9,3,6
2021,Enlisted,50588,23,5,18
2021,Enlisted,50616,4,0,4
2021,Enlisted,50662,11,2,9
2021,Enlisted,50703,62,6,56
2021,Enlisted,50709,3,1,2
2021,Enlisted,51031,9,3,6
2021,Enlisted,51111,33,7,26
2021,Enlisted,51201,13,2,11
2021,Enlisted,51301,8,0,8
2021,Enlisted,51334,12,1,11
2021,Enlisted,51401,7,2,5
2021,Enlisted,51442,8,2,6
2021,Enlisted,51503,30,9,21
2021,Enlisted,51566,19,4,15
2021,Enlisted,51601,2,1,1
2021,Enlisted,52001,8,2,6
2021,Enlisted,52002,5,0,5
2021,Enlisted,52246,55,8,47
2021,Enlisted,52353,7,0,7
2021,Enlisted,52404,43,3,40
2021,Enlisted,52501,31,2,29
2021,Enlisted,52556,11,1,10
2021,Enlisted,52632,11,4,7
2021,Enlisted,52638,14,2,12
2021,Enlisted,52641,8,2,6
2021,Enlisted,52732,5,1,4
2021,Enlisted,52761,7,1,6
2021,Enlisted,52806,64,8,56
2021,Enlisted,53066,11,1,10
2021,Enlisted,53073,3,1,2
2021,Enlisted,53089,17,1,16
2021,Enlisted,53094,20,7,13
2021,Enlisted,53095,14,4,10
2021,Enlisted,53121,8,0,8
2021,Enlisted,53144,23,6,17
2021,Enlisted,53154,6,0,6
2021,Enlisted,53186,17,4,13
2021,Enlisted,53190,11,1,10
2021,Enlisted,53212,32,6,26
2021,Enlisted,53403,12,1,11
2021,Enlisted,53511,8,1,7
2021,Enlisted,53538,14,2,12
2021,Enlisted,53545,5,2,3
2021,Enlisted,53581,13,1,12
2021,Enlisted,53704,80,10,70
2021,Enlisted,53821,12,1,11
2021,Enlisted,53901,8,1,7
2021,Enlisted,53948,14,1,13
2021,Enlisted,53959,12,1,11
2021,Enlisted,53963,5,3,2
2021,Enlisted,54017,4,2,2
2021,Enlisted,54022,4,2,2
2021,Enlisted,54143,5,1,4
2021,Enlisted,54303,25,6,19
2021,Enlisted,54401,4,1,3
2021,Enlisted,54405,8,2,6
2021,Enlisted,54409,17,3,14
2021,Enlisted,54449,12,0,12
2021,Enlisted,54451,18,1,17
2021,Enlisted,54455,14,1,13
2021,Enlisted,54456,13,0,13
2021,Enlisted,54481,11,0,11
2021,Enlisted,54487,2,0,2
2021,Enlisted,54495,11,0,11
2021,Enlisted,54501,12,2,10
2021,Enlisted,54612,6,1,5
2021,Enlisted,54615,6,0,6
2021,Enlisted,54618,15,2,13
2021,Enlisted,54646,9,1,8
2021,Enlisted,54650,10,1,9
2021,Enlisted,54660,12,1,11
2021,Enlisted,54665,5,0,5
2021,Enlisted,54703,16,3,13
2021,Enlisted,54729,10,0,10
2021,Enlisted,54751,10,3,7
2021,Enlisted,54801,10,1,9
2021,Enlisted,54806,10,2,8
2021,Enlisted,54843,11,2,9
2021,Enlisted,54868,8,5,3
2021,Enlisted,54880,17,1,16
2021,Enlisted,54901,22,1,21
2021,Enlisted,54914,16,4,12
2021,Enlisted,54929,18,4,14
2021,Enlisted,54932,3,1,2
2021,Enlisted,54935,22,6,16
2021,Enlisted,54971,20,7,13
2021,Enlisted,54981,16,2,14
2021,Enlisted,55008,23,2,21
2021,Enlisted,55016,33,4,29
2021,Enlisted,55021,22,1,21
2021,Enlisted,55033,15,0,15
2021,Enlisted,55063,17,1,16
2021,Enlisted,55066,19,2,17
2021,Enlisted,55068,23,3,20
2021,Enlisted,55073,27,1,26
2021,Enlisted,55077,11,1,10
2021,Enlisted,55082,85,3,82
2021,Enlisted,55106,14,1,13
2021,Enlisted,55107,24,5,19
2021,Enlisted,55112,116,18,98
2021,Enlisted,55118,20,3,17
2021,Enlisted,55122,22,2,20
2021,Enlisted,55303,22,1,21
2021,Enlisted,55350,15,1,14
2021,Enlisted,55355,16,2,14
2021,Enlisted,55362,35,4,31
2021,Enlisted,55431,16,1,15
2021,Enlisted,55443,9,0,9
2021,Enlisted,55719,16,1,15
2021,Enlisted,55720,11,1,10
2021,Enlisted,55744,3,0,3
2021,Enlisted,55746,26,1,25
2021,Enlisted,55811,55,7,48
2021,Enlisted,55901,23,7,16
2021,Enlisted,55912,36,4,32
2021,Enlisted,55987,21,2,19
2021,Enlisted,56001,33,2,31
2021,Enlisted,56007,14,3,11
2021,Enlisted,56031,22,1,21
2021,Enlisted,56081,12,2,10
2021,Enlisted,56082,22,2,20
2021,Enlisted,56143,11,0,11
2021,Enlisted,56156,7,0,7
2021,Enlisted,56164,5,0,5
2021,Enlisted,56201,8,1,7
2021,Enlisted,56208,10,0,10
2021,Enlisted,56256,13,1,12
2021,Enlisted,56258,13,1,12
2021,Enlisted,56265,11,2,9
2021,Enlisted,56267,12,1,11
2021,Enlisted,56273,22,0,22
2021,Enlisted,56277,14,0,14
2021,Enlisted,56278,12,2,10
2021,Enlisted,56283,6,0,6
2021,Enlisted,56301,9,2,7
2021,Enlisted,56303,10,0,10
2021,Enlisted,56308,17,2,15
2021,Enlisted,56345,122,9,113
2021,Enlisted,56378,9,1,8
2021,Enlisted,56401,19,2,17
2021,Enlisted,56482,16,1,15
2021,Enlisted,56501,14,2,12
2021,Enlisted,56537,16,1,15
2021,Enlisted,56560,26,3,23
2021,Enlisted,56601,14,4,10
2021,Enlisted,56701,5,0,5
2021,Enlisted,56716,16,2,14
2021,Enlisted,57006,1,0,1
2021,Enlisted,57028,3,0,3
2021,Enlisted,57042,9,0,9
2021,Enlisted,57069,7,1,6
2021,Enlisted,57078,10,2,8
2021,Enlisted,57104,36,2,34
2021,Enlisted,57201,21,0,21
2021,Enlisted,57252,3,0,3
2021,Enlisted,57301,21,0,21
2021,Enlisted,57325,5,0,5
2021,Enlisted,57350,3,0,3
2021,Enlisted,57366,11,3,8
2021,Enlisted,57401,10,2,8
2021,Enlisted,57501,24,1,23
2021,Enlisted,57601,9,0,9
2021,Enlisted,57701,9,1,8
2021,Enlisted,57702,28,7,21
2021,Enlisted,57703,10,1,9
2021,Enlisted,57717,10,1,9
2021,Enlisted,57783,7,0,7
2021,Enlisted,57785,5,1,4
2021,Enlisted,58054,5,0,5
2021,Enlisted,58072,9,2,7
2021,Enlisted,58075,15,1,14
2021,Enlisted,58102,57,5,52
2021,Enlisted,58201,46,3,43
2021,Enlisted,58301,43,5,38
2021,Enlisted,58401,22,3,19
2021,Enlisted,58433,10,0,10
2021,Enlisted,58495,3,0,3
2021,Enlisted,58501,52,5,47
2021,Enlisted,58504,2,1,1
2021,Enlisted,58506,11,2,9
2021,Enlisted,58601,10,0,10
2021,Enlisted,58703,25,1,24
2021,Enlisted,58801,11,1,10
2021,Enlisted,59047,17,3,14
2021,Enlisted,59102,50,6,44
2021,Enlisted,59218,8,0,8
2021,Enlisted,59230,3,1,2
2021,Enlisted,59301,9,1,8
2021,Enlisted,59405,8,2,6
2021,Enlisted,59457,3,0,3
2021,Enlisted,59501,5,0,5
2021,Enlisted,59538,10,2,8
2021,Enlisted,59602,30,3,27
2021,Enlisted,59636,32,24,8
2021,Enlisted,59701,1,0,1
2021,Enlisted,59711,5,0,5
2021,Enlisted,59714,25,5,20
2021,Enlisted,59725,5,0,5
2021,Enlisted,59760,6,0,6
2021,Enlisted,59808,33,9,24
2021,Enlisted,59901,24,4,20
2021,Enlisted,59923,3,1,2
2021,Enlisted,60037,30,5,25
2021,Enlisted,60098,9,2,7
2021,Enlisted,60120,22,6,16
2021,Enlisted,60178,8,1,7
2021,Enlisted,60435,17,3,14
2021,Enlisted,60472,75,11,64
2021,Enlisted,60505,6,3,3
2021,Enlisted,60545,23,1,22
2021,Enlisted,60546,64,11,53
2021,Enlisted,60615,84,13,71
2021,Enlisted,60616,20,6,14
2021,Enlisted,60638,1,0,1
2021,Enlisted,60651,29,4,25
2021,Enlisted,60901,44,11,33
2021,Enlisted,61021,26,4,22
2021,Enlisted,61032,27,2,25
2021,Enlisted,61071,29,8,21
2021,Enlisted,61115,66,7,59
2021,Enlisted,61264,30,3,27
2021,Enlisted,61341,26,2,24
2021,Enlisted,61401,27,1,26
2021,Enlisted,61434,9,2,7
2021,Enlisted,61443,13,0,13
2021,Enlisted,61455,22,3,19
2021,Enlisted,61607,76,14,62
2021,Enlisted,61701,25,2,23
2021,Enlisted,61761,16,4,12
2021,Enlisted,61764,9,1,8
2021,Enlisted,61801,19,5,14
2021,Enlisted,61820,15,2,13
2021,Enlisted,61834,15,4,11
2021,Enlisted,61938,20,3,17
2021,Enlisted,61944,21,2,19
2021,Enlisted,61951,10,1,9
2021,Enlisted,62056,28,8,20
2021,Enlisted,62205,22,3,19
2021,Enlisted,62269,17,1,16
2021,Enlisted,62286,68,10,58
2021,Enlisted,62301,13,0,13
2021,Enlisted,62401,20,5,15
2021,Enlisted,62439,18,4,14
2021,Enlisted,62521,45,6,39
2021,Enlisted,62618,6,0,6
2021,Enlisted,62659,8,1,7
2021,Enlisted,62702,100,16,84
2021,Enlisted,62864,25,4,21
2021,Enlisted,62896,13,2,11
2021,Enlisted,62959,26,7,19
2021,Enlisted,62966,18,2,16
2021,Enlisted,63020,14,3,11
2021,Enlisted,63028,31,2,29
2021,Enlisted,63044,77,14,63
2021,Enlisted,63077,13,3,10
2021,Enlisted,63125,75,9,66
2021,Enlisted,63383,4,0,4
2021,Enlisted,63401,10,1,9
2021,Enlisted,63552,30,4,26
2021,Enlisted,63640,23,4,19
2021,Enlisted,63645,1,0,1
2021,Enlisted,63701,13,1,12
2021,Enlisted,63703,19,2,17
2021,Enlisted,63755,19,3,16
2021,Enlisted,63775,22,6,16
2021,Enlisted,63801,9,1,8
2021,Enlisted,63841,15,5,10
2021,Enlisted,63857,17,2,15
2021,Enlisted,63901,8,3,5
2021,Enlisted,64052,11,1,10
2021,Enlisted,64067,23,3,20
2021,Enlisted,64085,29,2,27
2021,Enlisted,64093,23,2,21
2021,Enlisted,64129,97,16,81
2021,Enlisted,64402,8,0,8
2021,Enlisted,64468,10,0,10
2021,Enlisted,64506,22,5,17
2021,Enlisted,64601,16,1,15
2021,Enlisted,64683,18,4,14
2021,Enlisted,64701,15,3,12
2021,Enlisted,64735,17,1,16
2021,Enlisted,64772,8,0,8
2021,Enlisted,64804,18,2,16
2021,Enlisted,64831,4,0,4
2021,Enlisted,64836,25,4,21
2021,Enlisted,64850,2,0,2
2021,Enlisted,65082,2,0,2
2021,Enlisted,65101,12,3,9
2021,Enlisted,65109,28,3,25
2021,Enlisted,65202,16,1,15
2021,Enlisted,65233,11,6,5
2021,Enlisted,65251,13,5,8
2021,Enlisted,65270,15,0,15
2021,Enlisted,65301,8,2,6
2021,Enlisted,65305,32,6,26
2021,Enlisted,65340,33,3,30
2021,Enlisted,65401,8,1,7
2021,Enlisted,65473,21,3,18
2021,Enlisted,65536,1,0,1
2021,Enlisted,65605,13,2,11
2021,Enlisted,65708,15,1,14
2021,Enlisted,65723,32,8,24
2021,Enlisted,65775,14,3,11
2021,Enlisted,65802,51,6,45
2021,Enlisted,65803,51,14,37
2021,Enlisted,66027,18,5,13
2021,Enlisted,66044,16,5,11
2021,Enlisted,66061,23,5,18
2021,Enlisted,66067,11,3,8
2021,Enlisted,66071,5,0,5
2021,Enlisted,66102,16,3,13
2021,Enlisted,66217,7,1,6
2021,Enlisted,66219,22,9,13
2021,Enlisted,66337,10,1,9
2021,Enlisted,66434,7,1,6
2021,Enlisted,66436,4,1,3
2021,Enlisted,66441,17,9,8
2021,Enlisted,66442,16,2,14
2021,Enlisted,66502,52,19,33
2021,Enlisted,66508,7,2,5
2021,Enlisted,66611,2,0,2
2021,Enlisted,66619,90,17,73
2021,Enlisted,66749,25,5,20
2021,Enlisted,66762,23,2,21
2021,Enlisted,66801,8,5,3
2021,Enlisted,66901,7,1,6
2021,Enlisted,66967,11,1,10
2021,Enlisted,67010,13,1,12
2021,Enlisted,67114,8,1,7
2021,Enlisted,67124,11,2,9
2021,Enlisted,67217,16,3,13
2021,Enlisted,67219,68,9,59
2021,Enlisted,67337,3,1,2
2021,Enlisted,67401,9,4,5
2021,Enlisted,67410,7,0,7
2021,Enlisted,67432,3,1,2
2021,Enlisted,67501,20,1,19
2021,Enlisted,67530,35,8,27
2021,Enlisted,67601,10,0,10
2021,Enlisted,67654,3,0,3
2021,Enlisted,67701,5,0,5
2021,Enlisted,67801,2,0,2
2021,Enlisted,67901,6,2,4
2021,Enlisted,68066,15,0,15
2021,Enlisted,68073,81,15,66
2021,Enlisted,68106,5,4,1
2021,Enlisted,68142,13,1,12
2021,Enlisted,68310,8,0,8
2021,Enlisted,68508,12,4,8
2021,Enlisted,68524,66,14,52
2021,Enlisted,68601,6,0,6
2021,Enlisted,68701,17,0,17
2021,Enlisted,68787,7,0,7
2021,Enlisted,68801,33,4,29
2021,Enlisted,68822,5,0,5
2021,Enlisted,68847,19,5,14
2021,Enlisted,68901,30,5,25
2021,Enlisted,69001,2,0,2
2021,Enlisted,69101,7,1,6
2021,Enlisted,69162,6,1,5
2021,Enlisted,69337,14,1,13
2021,Enlisted,69361,5,0,5
2021,Enlisted,70072,31,3,28
2021,Enlisted,70084,24,3,21
2021,Enlisted,70117,178,80,98
2021,Enlisted,70301,16,2,14
2021,Enlisted,70364,27,5,22
2021,Enlisted,70390,17,4,13
2021,Enlisted,70401,59,5,54
2021,Enlisted,70403,14,2,12
2021,Enlisted,70410,2,1,1
2021,Enlisted,70427,8,2,6
2021,Enlisted,70433,35,3,32
2021,Enlisted,70438,14,1,13
2021,Enlisted,70443,3,0,3
2021,Enlisted,70460,47,7,40
2021,Enlisted,70508,23,2,21
2021,Enlisted,70510,26,7,19
2021,Enlisted,70517,21,1,20
2021,Enlisted,70526,4,2,2
2021,Enlisted,70544,24,8,16
2021,Enlisted,70563,13,3,10
2021,Enlisted,70570,5,1,4
2021,Enlisted,70582,9,3,6
2021,Enlisted,70586,4,3,1
2021,Enlisted,70601,24,6,18
2021,Enlisted,70633,23,6,17
2021,Enlisted,70634,4,1,3
2021,Enlisted,70714,9,0,9
2021,Enlisted,70721,62,10,52
2021,Enlisted,70737,12,0,12
2021,Enlisted,70760,23,2,21
2021,Enlisted,70764,29,7,22
2021,Enlisted,70802,9,1,8
2021,Enlisted,70820,55,7,48
2021,Enlisted,71019,9,2,7
2021,Enlisted,71055,26,5,21
2021,Enlisted,71101,24,2,22
2021,Enlisted,71111,7,0,7
2021,Enlisted,71203,18,2,16
2021,Enlisted,71220,5,0,5
2021,Enlisted,71232,4,1,3
2021,Enlisted,71241,17,5,12
2021,Enlisted,71263,4,0,4
2021,Enlisted,71270,21,4,17
2021,Enlisted,71292,10,2,8
2021,Enlisted,71295,7,0,7
2021,Enlisted,71303,11,0,11
2021,Enlisted,71322,9,1,8
2021,Enlisted,71342,15,2,13
2021,Enlisted,71351,21,4,17
2021,Enlisted,71360,134,17,117
2021,Enlisted,71373,7,0,7
2021,Enlisted,71415,11,0,11
2021,Enlisted,71417,10,0,10
2021,Enlisted,71457,20,4,16
2021,Enlisted,71459,5,2,3
2021,Enlisted,71602,17,1,16
2021,Enlisted,71671,21,1,20
2021,Enlisted,71701,26,5,21
2021,Enlisted,71730,18,2,16
2021,Enlisted,71801,2,0,2
2021,Enlisted,71832,1,0,1
2021,Enlisted,71854,11,2,9
2021,Enlisted,71857,1,0,1
2021,Enlisted,71923,18,2,16
2021,Enlisted,71953,18,4,14
2021,Enlisted,72006,12,0,12
2021,Enlisted,72012,16,2,14
2021,Enlisted,72015,12,1,11
2021,Enlisted,72023,12,0,12
2021,Enlisted,72032,4,1,3
2021,Enlisted,72064,18,0,18
2021,Enlisted,72086,11,0,11
2021,Enlisted,72104,14,1,13
2021,Enlisted,72110,9,2,7
2021,Enlisted,72114,5,1,4
2021,Enlisted,72115,1,0,1
2021,Enlisted,72119,9,2,7
2021,Enlisted,72150,7,1,6
2021,Enlisted,72160,7,0,7
2021,Enlisted,72199,152,24,128
2021,Enlisted,72335,15,0,15
2021,Enlisted,72401,42,6,36
2021,Enlisted,72432,16,1,15
2021,Enlisted,72450,18,0,18
2021,Enlisted,72476,13,1,12
2021,Enlisted,72501,15,1,14
2021,Enlisted,72543,21,2,19
2021,Enlisted,72650,4,0,4
2021,Enlisted,72653,15,1,14
2021,Enlisted,72701,16,3,13
2021,Enlisted,72712,27,2,25
2021,Enlisted,72713,27,2,25
2021,Enlisted,72744,14,3,11
2021,Enlisted,72756,35,2,33
2021,Enlisted,72761,10,2,8
2021,Enlisted,72802,19,1,18
2021,Enlisted,72830,15,0,15
2021,Enlisted,72834,8,1,7
2021,Enlisted,72855,23,1,22
2021,Enlisted,72905,16,4,12
2021,Enlisted,72923,31,3,28
2021,Enlisted,72927,17,1,16
2021,Enlisted,72949,11,1,10
2021,Enlisted,73034,53,13,40
2021,Enlisted,73036,11,3,8
